Rank	Word	PoS	Collins	Tag	Definition
3291	powder	n	2	cet4 cet6 ky toefl gk	n. 粉末；粉；火药；尘土
3292	ghost	n	2	cet4 ky	n. 鬼，幽灵
3293	persuade	v	3	cet4 cet6 ky toefl gk	vt. 说服，劝说；使某人相信；劝某人做（不做）某事
3294	moderate	j	3	cet4 cet6 ky toefl ielts	adj. 适度的，中等的；有节制的；稳健的，温和的
3295	subsequent	j	3	cet4 cet6 ky toefl ielts	adj. 后来的，随后的
3298	carrier	n	3	cet4 cet6 ky ielts gk	n. 载体；货架；运送者；带菌者
3300	frequent	j	4	cet4 cet6 ky toefl ielts gk	adj. 时常发生的；频繁的；惯常的
3301	ban	v	4	cet4 cet6 ky toefl ielts gk	vt. 禁止，取缔
3304	awful	j	3	cet4 cet6 ky ielts gk	adj. 可怕的，吓人的；庄严的，威严的；糟糕的，糟透的（口语）
3305	admire	v	3	cet4 ky toefl gk	vt. 钦佩；赞美
3306	pet	n	3	cet4 cet6 ky toefl ielts zk gk	n. 宠物；受宠爱的人；生气
3307	miracle	n	2	cet4 cet6 ky toefl ielts	n. 奇迹，奇迹般的人或物；惊人的事例
3308	exceed	v	2	cet4 cet6 ky toefl ielts	vt. 胜过；超过
3309	rhythm	n	3	cet4 cet6 ky toefl ielts	n. 节奏；韵律
3310	widespread	j	3	cet4 cet6 ky toefl gk	adj. 普遍的，广泛的；分布广的
3313	sin	n	2	cet4 cet6 ky toefl	n. 过失；罪恶；罪孽
3314	charity	n	3	cet4 cet6 ky toefl ielts	n. 施舍；慈善；慈善团体；施舍物；宽容
3317	identification	n	1	cet4 cet6 ky toefl ielts gk	n. 鉴定，识别；认同；身份证明
3318	transformation	n		cet4 cet6 toefl	n. 转化；转换；变形；改革
3319	everyday	j	2	cet4 ky zk gk	adj. 每天的，日常的
3320	headline	n	3	cet4 cet6 ky gk	n. 大标题；内容提要；栏外标题；头版头条新闻
3322	venture	n	3	cet4 cet6 ky toefl ielts	vt. 敢于
3323	invasion	n	3	cet4 cet6 ky toefl	n. 侵犯；入侵，侵略；侵袭
3326	adequate	j	3	cet4 cet6 ky toefl ielts gk	adj. 适当的；胜任的；充足的
3328	grocery	n		cet4 cet6	n. 食品杂货店
3329	intensity	n		cet4 cet6 ky	n. 强烈；强度；亮度；紧张
3330	exhibit	v	2	cet4 cet6 ky toefl	vt. 显示；展览；提出（证据等）
3332	blanket	n	2	cet4 ky toefl ielts gk	n. 毛毯，毯子；毯状物，覆盖层
3333	margin	n	3	cet4 cet6 ky toefl ielts	n. 边缘；利润，余裕；页边的空白
3336	mouse	n	2	cet4 cet6 ky zk gk	n. 鼠标；老鼠；胆小羞怯的人
3337	rope	n	2	cet4 cet6 ky toefl zk gk	n. 绳，绳索
3338	concrete	j	3	cet4 cet6 ky toefl ielts gk	adj. 实在的，具体的；有形的；混凝土的
3341	chase	v	3	cet4 cet6 ky ielts	vt. 追逐；追捕；试图赢得；雕镂
3343	brick	n	2	cet4 ky toefl gk	n. 砖，砖块；砖形物；[口]心肠好的人
3344	recruit	v	3	cet4 cet6 ky toefl ielts	n. 招聘；新兵；新成员
3345	patch	n	2	cet4 cet6 ky toefl ielts	n. 眼罩；斑点；碎片；小块土地
3347	horror	n	3	cet4 cet6 ky toefl	n. 惊骇；惨状；极端厌恶；令人恐怖的事物
3350	painter	n	2	cet4 ky gk	n. 画家；油漆匠
3352	pie	n		cet4 ky ielts zk gk	n. 馅饼；饼图；爱说话的人
3353	sake	n	3	cet4 cet6 ky toefl ielts	n. 理由；日本米酒；利益；目的
3354	gaze	n	2	cet4 cet6 ky toefl	vi. 注视；凝视
3355	courage	n	3	cet4 cet6 ky zk gk	n. 勇气；胆量
3357	swear	v	2	cet4 cet6 ky ielts gk	vt. 发誓；咒骂
3358	defeat	v	4	cet4 cet6 ky toefl ielts gk	vt. 击败，战胜；使…失败；挫败
3359	clue	n	2	cet4 cet6 ky toefl ielts	n. 线索；（故事等的）情节
3360	reinforce	v	2	cet4 cet6 ky toefl ielts	vt. 加强，加固；补充；强化
3362	confusion	n	2	cet4 cet6 ky toefl ielts	n. 混淆，混乱；困惑
3363	slice	n	3	cet4 cet6 ky toefl ielts gk	n. 薄片；部分；菜刀，火铲
3364	occupation	n	3	cet4 cet6 ky toefl ielts gk	n. 职业；占有；消遣；占有期
3366	coal	n	3	cet4 cet6 ky zk gk	vi. 加煤；上煤
3367	sacred	j	2	cet4 cet6 ky toefl ielts gk	adj. 神圣的；庄严的；宗教的；神的
3369	formula	n	3	cet4 cet6 ky toefl ielts	n. 公式，准则；配方；婴儿食品
3371	collective	j	3	cet4 cet6 ky toefl	adj. 集体的；集体主义的；共同的；[语]集合的
3372	exact	j	4	cet4 ky toefl gk	adj. 精确的；准确的，精密的
3375	captain	n	4	cet4 cet6 ky zk gk	n. 船长；队长，首领；上尉；海军上校
3376	sigh	v	3	cet4 cet6 ky toefl ielts gk	vi. 叹息，叹气
3377	attribute	v	2	cet4 cet6 ky toefl ielts	n. 属性；特质
3378	dare	v	3	cet4 cet6 ky zk gk	n. 挑战；挑动
3382	gallery	n	3	cet4 cet6 ky toefl ielts gk	n. 走廊；画廊；地道；旁听席
3383	soccer	n	3	cet4 cet6 ky gk	n. 英式足球，足球
3385	tunnel	n	3	cet4 cet6 ky toefl ielts	n. 隧道；坑道；洞穴通道
3387	lap	n	3	cet4 cet6 ky ielts gk	n. 一圈；膝盖；下摆；山坳
3388	grave	n	3	cet4 cet6 ky ielts	adj. 严肃的；重大的；黯淡的
3389	toe	n	2	cet4 cet6 ky toefl	n. 脚趾；足尖
3390	container	n	2	cet4 cet6 ky toefl ielts gk	n. 容器；集装箱
3391	virtue	n	2	cet4 cet6 ky toefl gk	n. 美德；优点；贞操；功效
3393	architect	n	2	cet4 cet6 ky toefl ielts gk	n. 建筑师
3396	inquiry	n	3	cet4 cet6 ky toefl	n. 调查；质询；探究
3397	rose	n	1	cet4 cet6 ky zk gk	n. 玫瑰，蔷薇；玫瑰红
3398	surprisingly	r		cet4 cet6	adv. 惊人地；出人意外地
3399	highlight	v	3	cet4 cet6 ky toefl ielts	vt. 强调；突出；使显著；加亮
3400	decrease	v	2	cet4 cet6 ky toefl ielts gk	n. 减少，减小；减少量
3401	indication	n		cet4 cet6 ky	n. 指示，指出；迹象；象征
3402	rail	n	3	cet4 cet6 ky toefl ielts gk	n. 横杆；扶手；围栏；铁轨
3408	compose	v	3	cet4 cet6 ky toefl ielts	vt. 使平静；构成；写作；排…的版
3410	mess	n	3	cet4 cet6 ky ielts gk	n. 食堂，伙食团；混乱；脏乱的东西；困境
3412	legend	n	2	cet4 cet6 ky toefl ielts	n. 传奇；说明；图例；刻印文字
3413	regulate	v	2	cet4 cet6 ky toefl ielts	vt. 调节，规定；有系统的管理；控制；校准
3417	upset	v	3	cet4 cet6 ky toefl ielts gk	vt. 颠覆；扰乱；使心烦
3418	remark	n	3	cet4 cet6 ky toefl ielts gk	n. 言辞；注意
3419	resign	v	3	cet4 cet6 ky ielts gk	vt. 辞职；放弃；使听从；委托
3420	reward	n	3	cet4 cet6 ky toefl ielts gk	n. 报酬；酬谢；报答
3421	gentle	j	3	cet4 cet6 ky toefl ielts gk	adj. 温和的；文雅的
3423	organ	n	2	cet4 cet6 ky ielts gk	n. 风琴；器官；机构；管风琴；嗓音
3424	lightly	r		cet4 cet6	adv. 轻轻地；轻松地；容易地；不费力地
3425	concerning	i	2	cet4 cet6 ky toefl	prep. 关于；就…而言
3426	invent	v	2	cet4 cet6 ky zk gk	vt. 发明；创造；虚构
3427	laughter	n	3	cet4 cet6 ky gk	n. 笑声；笑
3429	northwest	n		cet4 cet6 ky gk	adj. 西北的；来自西北的；向西北的
3432	receiver	n	2	cet4 cet6 toefl gk	n. 接收器；接受者；收信机；收款员，接待者
3434	insect	n	2	cet4 cet6 ky ielts gk	n. 昆虫；卑鄙的人
3435	interrupt	v	2	cet4 cet6 ky toefl gk	vt. 中断；妨碍；插嘴；打断
3440	magic	j	3	cet4 cet6 ky toefl ielts zk gk	n. 巫术；魔法；戏法
3441	superior	j	3	cet4 cet6 ky toefl ielts gk	adj. 上级的；高傲的；优秀的，出众的
3443	stem	n	3	cet4 cet6 ky toefl ielts	n. 茎；干；船首；血统
3444	surgeon	n	2	cet4 cet6 ky toefl ielts gk	n. 外科医生
3445	acceptable	j	3	cet4	adj. 可接受的；可忍受的；合意的
3446	physics	n	2	cet4 cet6 ky zk gk	n. 物理学；物理现象
3450	jeans	n	2	cet4 ky ielts zk gk	n. 牛仔裤；工装裤
3451	hunt	v	3	cet4 cet6 ky ielts gk	vt. 搜索；打猎
3452	continuous	j	2	cet4 cet6 ky toefl	adj. 连续的，持续的；继续的；连绵不断的
3453	log	n	2	cet4 cet6 ky toefl ielts	vi. 伐木
3454	echo	v	3	cet4 cet6 ky toefl ielts	vt. 重复；反射
3455	pill	n	3	cet4 cet6 ky toefl gk	n. 药丸；口服避孕药；弹丸，子弹
3458	compound	n	2	cet4 cet6 ky toefl ielts	vt. 混合；合成；和解妥协；搀合
3459	integrate	v	3	cet4 cet6 ky toefl ielts	vt. 使…完整；使…成整体；求…的积分；表示…的总和
3460	flour	n	2	cet4 cet6 ky toefl ielts gk	n. 面粉；粉状物质
3461	bitter	j	3	cet4 ky toefl ielts zk gk	adj. 苦的；痛苦的；充满仇恨的；尖刻的
3462	bare	j	3	cet4 ky toefl ielts gk	adj. 空的；赤裸的，无遮蔽的
3463	slope	n	2	cet4 cet6 ky toefl ielts	n. 倾斜；斜率；斜坡；扛枪姿势
3464	rent	v	3	cet4 cet6 ky toefl ielts gk	n. 租金
3468	greatly	r		cet4 cet6	adv. 非常；很，大大地
3473	acceptance	n	2	cet4 cet6 ky	n. 接受；承兑；赞同；接纳
3476	pump	n	3	cet4 cet6 ky toefl ielts gk	vt. 用抽水机抽…；打气
3477	candy	n	1	cet4 ky zk gk	vt. 用糖煮；使结晶为砂糖；美化
3478	evil	n	3	cet4 cet6 ky	adj. 邪恶的；有害的；不幸的；讨厌的
3482	medal	n	3	cet4 cet6 ky ielts gk	n. 勋章，奖章；纪念章
3483	beg	v	2	cet4 ky toefl gk	vt. 恳求；乞讨；回避正题
3484	sponsor	v	3	cet4 cet6 ky toefl ielts gk	n. 保证人；赞助者；主办者
3486	secondary	j	2	cet4 cet6 ky toefl ielts	adj. 次要的；第二的；中级的；中等的
3487	slam	v	2	cet4 cet6 ky ielts	vt. 砰地关上；猛力抨击
3488	export	n	4	cet4 ky ielts gk	n. 输出，出口；出口商品
3489	experimental	j	2	cet4 cet6 ky ielts	adj. 实验的；试验性的；根据实验的
3490	melt	v	2	cet4 cet6 ky	vi. 熔化，溶解；渐混
3491	midnight	n	3	cet4 cet6 ielts gk	n. 午夜，半夜12点钟
3493	curve	n	2	cet4 cet6 ky toefl ielts	n. 曲线；弯曲；曲线球；曲线图表
3495	entitle	v	3	cet4 cet6 ky toefl ielts	vt. 称做…；定名为…；给…称号；使…有权利
3496	evident	j	2	cet4 cet6 ky toefl gk	adj. 明显的；明白的
3497	logic	n	2	cet4 cet6 ky toefl ielts	n. 逻辑学；逻辑性；逻辑
3500	exclude	v	2	cet4 cet6 ky toefl ielts	vt. 排除；排斥；拒绝接纳；逐出
3501	harsh	j	2	cet4 cet6 ky toefl ielts	adj. 粗糙的；刺耳的；严厉的；严酷的；刺目的
3504	greet	v	2	cet4 cet6 ky gk	vt. 欢迎，迎接；致敬，致意；映入眼帘
3506	interior	n	3	cet4 cet6 ky toefl ielts	n. 内部；本质
3507	corridor	n	2	cet4 cet6 ky toefl	n. 走廊
3509	retail	j	3	cet4 cet6 ky toefl ielts	vt. 零售；转述
3512	snake	n	2	cet4 cet6 ky toefl zk gk	n. 蛇；阴险的人
3516	weakness	n	2	cet4 cet6 gk	n. 弱点；软弱；嗜好
3517	pig	n	2	cet4 ky zk gk	n. 猪肉；猪；警察
3519	classical	j	3	cet4 cet6 ky ielts gk	adj. 古典的；经典的；第一流的；传统的
3524	civilization	n	2	cet4 cet6 ky toefl gk	n. 文明；文化
3525	fold	v	3	cet4 cet6 ky toefl gk	vt. 折叠；合拢；抱住；笼罩
3529	reverse	v	3	cet4 cet6 ky toefl ielts	n. 背面；相反；倒退；失败；vt. 颠倒；倒转；adj. 反面的；颠倒的；[篮球]反身的；vi. 倒退；[桥牌]逆叫
3530	missing	j	3	cet4 cet6 ky	adj. 失踪的；缺少的
3533	flash	v	3	cet4 cet6 ky toefl ielts gk	vt. 使闪光；反射
3535	reliable	j	3	cet4 cet6 ky toefl ielts gk	adj. 可靠的；可信赖的
3536	excitement	n	2	cet4 ky toefl ielts	n. 刺激；兴奋；令人兴奋的事物
3539	Roman	j		cet4 cet6	n. 罗马人；古罗马语
3541	architecture	n	2	cet4 cet6 ky toefl ielts gk	n. 建筑学；建筑式样；建筑风格
3542	occasional	j	3	cet4 cet6 ky toefl	adj. 偶然的；临时的；特殊场合的
3544	elbow	n	2	cet4 cet6 ky toefl ielts	n. 弯头；肘部；扶手
3545	deadly	j	2	cet4 ky toefl ielts	adj. 致命的；死一般的；非常的
3550	confuse	v	2	cet4 cet6 ky toefl ielts gk	vt. 使混乱；使困惑
3551	airplane	n	2	cet4 zk gk	n. 飞机
3552	monthly	j	3	cet4 ky	adj. 每月的，每月一次的；有效期为一个月的
3553	duck	n	2	cet4 cet6 ky zk gk	n. 鸭子；鸭肉；（英）宝贝儿；[版]零分
3554	dose	n	2	cet4 cet6 ky ielts	n. 剂量；一剂，一服
3558	lecture	n	3	cet4 cet6 ky ielts gk	n. 演讲；讲稿；教训
3559	van	n	3	cet4 cet6 ky	n. 先锋；厢式货车；[计]增值网
3561	bay	n	3	cet4 cet6 ky toefl ielts gk	n. 海湾；狗吠声
3563	suburb	n	2	cet4 cet6 ky toefl ielts	n. 郊区；边缘
3564	sandwich	n	2	cet4 cet6 ky ielts zk gk	vt. 夹入；挤进；把...做成三明治
3566	trunk	n	2	cet4 cet6 ky toefl ielts gk	n. 树干；躯干；象鼻；汽车车尾的行李箱
3569	swallow	v	2	cet4 cet6 ky toefl ielts gk	vt. 忍受；吞没
3570	motivate	v	3	cet4 cet6 ky toefl ielts	vt. 刺激；使有动机；激发…的积极性
3571	render	v	2	cet4 cet6 ky toefl ielts	vt. 提出；致使；实施；以…回报；着色
3573	trap	v	3	cet4 cet6 ky toefl ielts gk	vt. 诱捕；使…受限制；使…陷入困境
3574	restrict	v	2	cet4 cet6 ky toefl gk	vt. 限制；限定；约束
3575	cloth	n	2	cet4 ky ielts gk	n. 布，织物；餐巾
3579	enforce	v	2	cet4 cet6 ky ielts	vt. 强迫，强制；实施，执行
3580	lens	n	3	cet4 cet6 ky toefl ielts	n. 透镜；镜头；晶状体
3584	plain	j	3	cet4 cet6 ky toefl zk gk	adj. 平的；朴素的；简单的；清晰的
3586	companion	n	2	cet4 cet6 ky toefl ielts gk	n. 同伴；朋友；手册；指南
3588	nail	n	2	cet4 cet6 ky toefl gk	vt. 钉；揭露；使固定
3590	strict	j	3	cet4 cet6 ky toefl zk gk	adj. 严格的；精确的；绝对的；详细的
3591	assemble	v	2	cet4 cet6 ky toefl ielts	vt. 集合，聚集；装配；收集
3593	rat	n	2	cet4 cet6 ky toefl ielts zk gk	n. 鼠；卑鄙小人，叛徒
3594	burst	v	3	cet4 cet6 ky toefl gk	vi. 爆炸；爆发，突发
3596	cave	n	3	cet4 cet6 ky ielts gk	vt. 使凹陷，使塌落；在…挖洞穴
3597	inevitable	j	3	cet4 cet6 ky toefl ielts	adj. 必然的，不可避免的
3598	southwest	n		cet4 cet6 ky gk	n. 西南方
3602	unexpected	j	3	cet4 cet6 ky	adj. 意外的，想不到的
3603	obstacle	n	2	cet4 cet6 ky toefl ielts	n. 障碍，干扰；妨害物
3610	crystal	n	3	cet4 cet6 ky toefl ielts	n. 水晶；结晶，晶体；水晶饰品
3615	motive	n	2	cet4 cet6 ky toefl	n. 动机，目的；主题
3617	flood	n	3	cet4 cet6 ky toefl gk	vt. 淹没；充满；溢出
3619	ownership	n	3	cet4 cet6 ky ielts gk	n. 所有权；物主身份
3622	inspection	n		cet4 cet6 toefl ielts	n. 视察，检查
3624	consult	v	3	cet4 cet6 ky toefl ielts gk	vt. 商量；查阅；向…请教
3628	possession	n	2	cet4 cet6 ky toefl ielts gk	n. 财产；拥有；领地；自制；着迷
3629	forgive	v	2	cet4 cet6 ky ielts gk	vt. 原谅；免除（债务、义务等）
3634	drift	v	3	cet4 cet6 ky toefl ielts	n. 漂流，漂移；漂流物；趋势
3635	drain	v	3	cet4 cet6 ky toefl ielts	vi. 排水；流干
3638	maximum	j	3	cet4 cet6 ky toefl ielts gk	n. 极大，最大限度；最大量
3642	bacteria	n	2	cet4 cet6 toefl ielts	n. 细菌
3644	mud	n	2	cet4 cet6 ky toefl gk	vt. 弄脏；用泥涂
3647	privilege	n	2	cet4 cet6 ky toefl ielts gk	n. 特权；优待；基本权利
3648	temple	n	3	cet4 cet6 ky toefl ielts gk	n. 庙宇；寺院；神殿；太阳穴
3650	outdoor	j	2	cet4 cet6 ky	adj. 户外的；露天的；野外的（等于out-of-door）
3651	suck	v	2	cet4 cet6 ky ielts gk	vt. 吸吮；吸取
3653	broadcast	n	3	cet4 ky toefl gk	vt. （无线电或电视）广播；播撒（种子）；播送，播放
3655	leap	v	3	cet4 cet6 ky toefl ielts	vi. 跳，跳跃
3658	wrist	n	2	cet4 cet6 ky toefl gk	n. 腕关节；手腕
3659	curtain	n	3	cet4 cet6 ky toefl gk	n. 窗帘；幕
3661	pond	n	2	cet4 cet6 ky zk gk	vt. 筑成池塘
3664	cattle	n	2	cet4 cet6 ky ielts gk	n. [总称]牛；家畜；牲畜（骂人的话）；无价值的人
3668	minimum	j	3	cet4 cet6 ky toefl ielts gk	n. 最小量；最小值；最小化；最低限度
3671	dump	v	3	cet4 cet6 ky toefl ielts	vt. 倾倒；倾卸
3672	hence	r	2	cet4 cet6 ky toefl ielts	adv. 因此；今后
3674	uncomfortable	j	2	cet4 cet6 ielts gk	adj. 不安的；不舒服的
3676	execute	v	3	cet4 cet6 ky toefl ielts	vt. 执行；实行；处死
3677	limb	n	2	cet4 cet6 ky toefl ielts	n. 肢，臂；枝干；分支
3681	tune	v	3	cet4 cet6 ky toefl ielts gk	n. 和谐；曲调；心情
3683	harm	n	3	cet4 cet6 ky toefl gk	n. 伤害；损害
3684	railroad	n	1	cet4 cet6 ky	vt. 由铁道运输；铺设铁路；[俚]以捏造不实之罪使入狱
3685	endure	v	2	cet4 cet6 ky toefl	vt. 忍耐；容忍
3686	radiation	n	2	cet4 cet6 ky toefl gk	n. 辐射；发光；放射物
3687	horn	n	2	cet4 cet6 ky toefl	n. 角；喇叭，号角
3689	peaceful	j	3	cet4 cet6 ky gk	adj. 和平的，爱好和平的；平静的
3691	strain	n	3	cet4 cet6 ky toefl ielts	n. 张力；拉紧；血缘；负担；扭伤
3694	behave	v	3	cet4 cet6 ky toefl ielts gk	vi. 表现；举止端正；（机器等）运转；（事物）起某种作用
3700	pad	n	2	cet4 cet6 ky ielts	n. 衬垫；护具；便笺簿；填补；vi. 步行；放轻脚步走；vt. 填补；走
3701	transmission	n	2	cet4 cet6 ky toefl ielts	n. 传送；播送；传递；传动装置，变速器
3702	await	v	3	cet4 ky	vt. 等候，等待；期待
3705	spill	v	2	cet4 cet6 ky toefl ielts	vt. 使溢出，使流出；使摔下
3706	grateful	j	2	cet4 cet6 ky toefl gk	adj. 感谢的；令人愉快的，宜人的
3707	grace	n	2	cet4 cet6 ky toefl ielts	n. 优雅；恩惠；慈悲；魅力
3708	virtual	j	2	cet4 cet6 ky toefl ielts	adj. 实质上的，事实上的；虚拟的；[物]有效的
3710	colony	n	2	cet4 cet6 ky toefl ielts	n. 殖民地；移民队
3717	towel	n	2	cet4 cet6 ky toefl ielts zk gk	n. 毛巾，手巾；纸巾
3718	modify	v	2	cet4 cet6 ky toefl ielts	vt. 修改，修饰；更改
3719	particle	n	2	cet4 cet6 ky toefl ielts	n. 颗粒；质点；极小量；小品词
3722	prize	n	4	cet4 cet6 ky zk gk	n. 奖品；奖赏；战利品
3723	landing	n	2	cet4 cet6 toefl	n. 登陆；楼梯平台；码头
3726	boost	v	3	cet4 cet6 ky toefl ielts	vt. 促进；增加；支援
3727	bat	n	3	cet4 ky gk	n. 蝙蝠；球棒；批处理文件的扩展名
3728	alarm	n	3	cet4 ky toefl ielts gk	n. 警报，警告器；惊慌
3729	festival	n	4	cet4 cet6 ky toefl ielts zk gk	n. 节日；庆祝，纪念活动；欢乐
3730	grip	n	3	cet4 cet6 ky toefl ielts	n. 紧握；柄；支配；握拍方式；拍柄绷带；vt. 紧握；夹紧；vi. 抓住
3734	sweat	n	2	cet4 cet6 ky toefl gk	vt. 流出；使出汗；使干苦活；剥削；藉出汗减轻；焦急地期待
3735	outer	j	2	cet4 cet6 ky gk	adj. 远离中心的；外面的，外部的
3737	drunk	j	2	cet4 cet6 ky gk	v. 喝酒（drink的过去分词）
3740	separation	n		cet4 cet6 gk	n. 分离，分开；分居；间隔，距离；缺口
3743	govern	v	3	cet4 cet6 ky toefl gk	vt. 统治；支配；控制；管理
3744	southeast	n		cet4 cet6 ky gk	adj. 东南的；来自东南的
3745	intelligent	j	3	cet4 cet6 ky toefl ielts	adj. 聪明的；智能的；理解力强的
3746	wherever	r	2	cet4 cet6 ky gk	adv. 无论什么地方；究竟在哪里
3751	vitamin	n	3	cet4 cet6 ky	n. 维生素；维他命
3752	enthusiasm	n	3	cet4 cet6 ky toefl ielts	n. 热心，热忱，热情
3753	accommodate	v	2	cet4 cet6 ky toefl ielts	vt. 供应；使适应；调解；容纳
3754	praise	v	3	cet4 cet6 ky toefl zk gk	n. 称赞；赞扬；崇拜；荣耀
3755	injure	v	1	cet4 cet6 ky toefl gk	vt. 伤害，损害
3758	endless	j	2	cet4 cet6 toefl gk	adj. 无止境的；环状的；连续的；漫无目的的
3762	respectively	r	2	cet4 cet6 toefl	adv. 分别地；各自地，独自地
3764	chaos	n	3	cet4 cet6 ky toefl ielts gk	n. 混沌，混乱
3766	mechanical	j	2	cet4 cet6 ky toefl	adj. 机械的；呆板的；力学的；无意识的；手工操作的
3767	canvas	n	2	cet4 cet6 ky toefl ielts	n. 帆布
3775	turkey	n	1	cet4 cet6 ky gk	n. 火鸡；失败之作；笨蛋
3776	reserve	n	4	cet4 cet6 ky toefl ielts gk	n. 储备，储存；预备队；储备金；自然保护区
3777	beam	n	2	cet4 cet6 ky toefl ielts gk	n. 横梁；船宽；电波；光线；秤杆
3782	apologize	v	2	cet4 toefl gk	vi. 道歉；辩解；赔不是
3784	genuine	j	3	cet4 cet6 ky toefl ielts	adj. 真实的，真正的；诚恳的
3785	thumb	n	2	cet4 cet6 ky toefl ielts	vt. 以拇指拨弄；作搭车手势；笨拙地摆弄；翻阅
3786	unity	n	3	cet4 cet6 ky toefl	n. 联合；团结；一致；个体
3787	compromise	n	3	cet4 cet6 ky toefl ielts gk	vt. 妥协；危害
3788	horrible	j	2	cet4 cet6 ky ielts gk	adj. 可怕的；极讨厌的
3790	exclusive	j	2	cet4 cet6 ky toefl ielts	adj. 排外的；独有的；专一的
3791	scatter	v	2	cet4 cet6 ky toefl ielts	vi. 分散，散开；散射
3792	commonly	r		cet4 cet6	adv. 一般地；通常地；普通地
3793	convey	v	2	cet4 cet6 ky toefl ielts gk	vt. 传达；让与；运输
3795	twist	v	3	cet4 cet6 ky toefl ielts gk	vt. 捻；拧；扭伤；编织；使苦恼
3797	fork	n	2	cet4 cet6 ky zk gk	n. 餐叉；叉；耙
3798	disk	n	1	cet4 cet6	n. 磁盘，磁碟片；圆盘，盘状物；唱片
3799	relieve	v	2	cet4 cet6 ky toefl	vt. 解除，减轻；使不单调乏味；换…的班；解围；使放心
3800	suspicion	n	3	cet4 cet6 ky toefl	n. 怀疑；疑心；一点儿；嫌疑
3803	residence	n	2	cet4 cet6 ky toefl ielts	n. 居住；住宅，住处
3804	shame	n	3	cet4 cet6 ky zk gk	n. 羞耻，羞愧；憾事，带来耻辱的人
3809	signature	n	2	cet4 cet6 ky toefl ielts gk	n. 署名；签名；信号
3810	pleasant	j	3	cet4 cet6 ky ielts zk gk	adj. 令人愉快的，舒适的；讨人喜欢的，和蔼可亲的
3812	suspend	v	3	cet4 cet6 ky toefl ielts	vt. 延缓，推迟；使暂停；使悬浮；vi. 悬浮；[体]禁赛
3813	rebel	n	4	cet4 cet6 ky toefl	vi. 造反；反叛；反抗
3817	fluid	n	2	cet4 cet6 ky toefl ielts	adj. 流动的；不固定的；流畅的
3818	pension	n	3	cet4 cet6 ky ielts gk	n. 津贴；退休金，抚恤金；膳宿费
3819	resume	v	1	cet4 cet6 ky toefl ielts	n. 摘要；履历；个人简历
3820	theoretical	j	2	cet4 cet6 ky toefl ielts gk	adj. 理论的；假设的；理论上的；推理的
3824	delicate	j	2	cet4 cet6 ky toefl ielts gk	adj. 微妙的；易碎的；清淡可口的；柔和的；精美的，雅致的；纤弱的
3825	forehead	n	2	cet4 cet6 ky gk	n. 额，前额
3827	bounce	v	2	cet4 cet6 ky toefl ielts gk	n. 弹力；活力；跳
3828	electrical	j	2	cet4 cet6 ky ielts gk	adj. 有关电的；电气科学的
3829	hook	n	3	cet4 cet6 ky toefl gk	n. 挂钩，吊钩
3835	exit	n	2	cet4 cet6 ky toefl gk	n. 出口，通道；退场
3836	attraction	n	2	cet4 toefl gk	n. 吸引，吸引力；吸引人的事物；[物]引力
3838	altogether	r	3	cet4 ky gk	adv. 总而言之；完全地；总共
3840	carve	v	2	cet4 cet6 ky toefl ielts gk	vt. 雕刻；切开；开创
3841	needle	n	2	cet4 cet6 ky gk	n. 针；指针；针状物；刺激
3844	scare	v	2	cet4 cet6 ky toefl gk	vt. 惊吓；把…吓跑
3846	shuttle	n	2	cet4 cet6 ky toefl ielts gk	n. 梭子；穿梭；穿梭班机、公共汽车等；航天飞机
3847	invisible	j	2	cet4 cet6 ky ielts	adj. 无形的，看不见的；不显眼的，暗藏的；无形的
3850	ankle	n	2	cet4 cet6 ky ielts gk	n. 踝关节，踝
3852	rescue	v	3	cet4 cet6 ky toefl ielts gk	vt. 营救；援救
3856	mild	j	3	cet4 cet6 ky toefl gk	adj. 温和的；轻微的；淡味的；文雅的；不含有害物质的的
3857	rider	n	3	cet4 cet6	n. 附文；骑手；扶手
3862	identical	j	2	cet4 cet6 ky toefl ielts	adj. 同一的；完全相同的
3863	precise	j	2	cet4 cet6 ky toefl ielts gk	adj. 精确的；明确的；严格的
3864	anxious	j	3	cet4 cet6 ky toefl gk	adj. 渴望的；担忧的；焦虑的；急切的
3865	structural	j	2	cet4 cet6 toefl ielts	adj. 结构的；建筑的
3870	liberty	n	3	cet4 cet6 ky toefl gk	n. 自由；许可；冒失
3874	crawl	v	2	cet4 cet6 ky toefl ielts	vi. 爬行；匍匐行进
3875	oxygen	n	2	cet4 ky toefl gk	n. 氧气，氧
3876	handsome	j	2	cet4 cet6 ky ielts zk gk	adj. （男子）英俊的；大方的，慷慨的；可观的；健美而端庄的
3878	sum	n	3	cet4 cet6 ky toefl	n. 总数；金额
3879	provided	c	2	cet4 cet6 ky ielts	conj. 倘若；假如
3881	promising	j	2	cet4 cet6 ky toefl ielts	adj. 有希望的，有前途的
3882	conscious	j	3	cet4 cet6 ky toefl ielts	adj. 意识到的；故意的；神志清醒的
3883	determination	n	2	cet4 cet6 toefl ielts gk	n. 决心；果断
3887	jazz	n	3	cet4 ky gk	n. 爵士乐，爵士舞；喧闹
3888	opera	n	3	cet4 cet6 ky toefl gk	n. 歌剧；歌剧团；歌剧院
3893	acquisition	n	3	cet4 cet6 ky toefl ielts gk	n. 获得物，获得
